step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Kitchen,"You've just shown up in a kitchen.

You can make out a closed fridge nearby. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato, a banana and a knife on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying nothing.,0 of 5,0.0,False,
1,,"I am in the kitchen with a closed fridge, oven, stove, a table with a cookbook, and a counter with a raw purple potato, banana, and knife.",I should examine the cookbook on the table to find a recipe for a delicious meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
yellow bell pepper

Directions:
chop the yellow bell pepper
  roast the yellow bell pepper
  prepare meal",Kitchen,"You've just shown up in a kitchen.

You can make out a closed fridge nearby. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato, a banana and a knife on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying nothing.,0 of 5,0.0,False,
2,,"I examined the cookbook and found a recipe that requires a yellow bell pepper to chop, roast, and prepare a meal.",I should check the fridge to see if there is a yellow bell pepper inside.,open fridge,,"You open the fridge, revealing a yellow bell pepper, a red onion, a red hot pepper and a white onion.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a yellow bell pepper, a red onion, a red hot pepper and a white onion. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato, a banana and a knife on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying nothing.,0 of 5,0.0,False,
3,,I opened the fridge and found a yellow bell pepper along with other vegetables.,I should take the yellow bell pepper from the fridge to prepare the recipe.,take yellow bell pepper from fridge,,"You take the yellow bell pepper from the fridge.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a red onion, a red hot pepper and a white onion. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato, a banana and a knife on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying: a yellow bell pepper.,1 of 5,0.2,False,
4,,I took the yellow bell pepper from the fridge and now I am carrying it.,I should chop the yellow bell pepper with the knife as per the recipe.,chop yellow bell pepper with knife,,You need to take the knife first.,Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a red onion, a red hot pepper and a white onion. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato, a banana and a knife on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying: a yellow bell pepper.,1 of 5,0.2,False,
5,,I tried to chop the yellow bell pepper but was told I need to take the knife first.,I should take the knife from the counter before chopping the yellow bell pepper.,take knife from counter,,You take the knife from the counter.,Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a red onion, a red hot pepper and a white onion. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato and a banana on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying: a knife and a yellow bell pepper.,1 of 5,0.2,False,
6,,I took the knife from the counter and now I am carrying it along with the yellow bell pepper.,I should chop the yellow bell pepper with the knife as the next step in the recipe.,chop yellow bell pepper with knife,,"You chop the yellow bell pepper.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a red onion, a red hot pepper and a white onion. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato and a banana on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying: a knife and a chopped yellow bell pepper.,2 of 5,0.4,False,
7,,I chopped the yellow bell pepper with the knife successfully.,I should roast the chopped yellow bell pepper in the oven as the next step.,put chopped yellow bell pepper into oven,,The oven is closed.,Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a red onion, a red hot pepper and a white onion. You can make out an oven. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato and a banana on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying: a knife and a chopped yellow bell pepper.,2 of 5,0.4,False,
8,,"I tried to put the chopped yellow bell pepper into the oven, but the oven is closed.",I should open the oven first before putting the chopped yellow bell pepper inside.,open oven,,You open the oven.,Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a red onion, a red hot pepper and a white onion. You can make out an oven. The oven is empty! What a waste of a day! You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato and a banana on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying: a knife and a chopped yellow bell pepper.,2 of 5,0.4,False,
9,,"I opened the oven, which is currently empty.",I should put the chopped yellow bell pepper into the open oven to roast it.,put chopped yellow bell pepper into oven,,You put the yellow bell pepper into the oven.,Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge nearby. The fridge contains a red onion, a red hot pepper and a white onion. You can make out an oven. The oven contains a chopped yellow bell pepper. You hear a noise behind you and spin around, but you can't see anything other than a table. The table is massive. On the table you can make out a cookbook. There's something strange about this thing being here, but you don't have time to worry about that now. You make out a counter. You see a raw purple potato and a banana on the counter. Were you looking for a stove? Because look over there, it's a stove. I guess it's true what they say, if you're looking for a stove, go to TextWorld. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?",You are carrying: a knife.,2 of 5,0.4,False,
