step_id,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,"Welcome to another fast paced session of TextWorld! First of all, you could, like, travel west. Then, attempt to venture west. And then, go north. And then, make an effort to head east. And then, move east. Then, head east. With that done, attempt to venture north. Okay, and then, attempt to move west. After that, try to venture west. Then, try to head west. Next, retrieve the Comic Strip Calendar from the chair. Once that's all handled, you can stop!",,Shower,"You've entered a shower.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,"The task instructs to travel west first, so I will go west from the shower.",go west,,"You've entered a cubicle. You begin to take stock of what's here.



There is an unguarded exit to the east. There is an unguarded exit to the west.",Cubicle,"You've entered a cubicle. You begin to take stock of what's here.



There is an unguarded exit to the east. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
2,"The next instruction is to attempt to venture west again, so I will go west from the cubicle.",go west,,"Well, here we are in the laundry place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked.",Laundry Place,"Well, here we are in the laundry place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,"The next instruction is to go north, so I will go north from the laundry place.",go north,,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",Steam Room,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
4,"The next instruction is to make an effort to head east, so I will go east from the steam room.",go east,,"You arrive in an attic. A typical one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You make out a closed case, which looks normal, in the room. You scan the room for a shelf, and you find a shelf. Now why would someone leave that there? However, the shelf, like an empty shelf, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the east. There is an unguarded exit to the north. There is an unblocked exit to the west.",Attic,"You arrive in an attic. A typical one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You make out a closed case, which looks normal, in the room. You scan the room for a shelf, and you find a shelf. Now why would someone leave that there? However, the shelf, like an empty shelf, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the east. There is an unguarded exit to the north. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
5,"The next instruction is to move east, so I will go east from the attic.",go east,,"You've entered a vault.

You make out a display. I mean, just wow! Isn't TextWorld just the best? What a letdown! The display is empty!

There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Vault,"You've entered a vault.

You make out a display. I mean, just wow! Isn't TextWorld just the best? What a letdown! The display is empty!

There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
6,"The next instruction is to head east again, so I will go east from the vault.",go east,,"You are in a pantry. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.



There is an unguarded exit to the east. You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going west.",Pantry,"You are in a pantry. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.



There is an unguarded exit to the east. You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
7,"The next instruction is to attempt to venture north, so I will go north from the pantry.",go north,,"Well, here we are in the workshop.

You see a gleam over in a corner, where you can see a trunk. You make out an opened suitcase. The suitcase is empty! What a waste of a day!

You need an unblocked exit? You should try going east. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unguarded.",Workshop,"Well, here we are in the workshop.

You see a gleam over in a corner, where you can see a trunk. You make out an opened suitcase. The suitcase is empty! What a waste of a day!

You need an unblocked exit? You should try going east. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
8,"The next instruction is to attempt to move west, so I will go west from the workshop.",go west,,"A laminated sign tells you that you are now in the bedchamber. You try to gain information on your surroundings by using a technique you call ""looking.""



You need an unblocked exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unblocked. There is an unblocked exit to the west.",Bedchamber,"A laminated sign tells you that you are now in the bedchamber. You try to gain information on your surroundings by using a technique you call ""looking.""



You need an unblocked exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unblocked. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
9,"The next instruction is to try to venture west, so I will go west from the bedchamber.",go west,,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Studio,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
10,"The next instruction is to retrieve the Comic Strip Calendar from the chair, but the chair is empty. I will examine the armchair closely to confirm if there is anything there.",examine armchair,,The armchair is wobbly.,Studio,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
11,"Since the armchair is wobbly and empty, I will look around the studio more carefully to see if the Comic Strip Calendar is somewhere else in the room.",look,,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Studio,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
12,"The description repeats that the armchair is empty, so the Comic Strip Calendar might be on the chair itself. I will try to take the Comic Strip Calendar from the chair.",take Comic Strip Calendar from armchair,,You can't see any such thing.,Studio,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
13,"Since the Comic Strip Calendar is not visible on the armchair, I will look around the studio again to see if it is mentioned elsewhere or if I missed it.",look,,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Studio,"You arrive in a studio. An ordinary one.

You scan the room for a portmanteau, and you find a portmanteau. Empty! What kind of nightmare TextWorld is this? What's that over there? It looks like it's an armchair. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
