step_id,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Pantry,"You arrive in a pantry. A standard one.

You see a gleam over in a corner, where you can see a shelf. The shelf is wooden. But the thing hasn't got anything on it. It would have been so cool if there was stuff on the shelf.

There is a closed plain door leading west.","You are carrying: a raw pork chop, a raw red potato and a raw yellow potato.",0 of 17,0.0,False,
1,"I need to get to the kitchen and read the cookbook for the recipe, so I’ll go through the west door.",go west,,You have to open the plain door first.,Pantry,"You arrive in a pantry. A standard one.

You see a gleam over in a corner, where you can see a shelf. The shelf is wooden. But the thing hasn't got anything on it. It would have been so cool if there was stuff on the shelf.

There is a closed plain door leading west.","You are carrying: a raw pork chop, a raw red potato and a raw yellow potato.",0 of 17,0.0,False,
2,"The plain door is closed, so I should open it to reach the kitchen.",open plain door,,You open plain door.,Pantry,"You arrive in a pantry. A standard one.

You see a gleam over in a corner, where you can see a shelf. The shelf is wooden. But the thing hasn't got anything on it. It would have been so cool if there was stuff on the shelf.

There is an open plain door leading west.","You are carrying: a raw pork chop, a raw red potato and a raw yellow potato.",0 of 17,0.0,False,
3,"Now that the door is open, I should go west to find the kitchen and the cookbook.",go west,,"You've entered a kitchen.

You see a closed fridge nearby. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a banana, a red apple, a red onion, a cookbook and a knife. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.",Kitchen,"You've entered a kitchen.

You see a closed fridge nearby. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a banana, a red apple, a red onion, a cookbook and a knife. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw pork chop, a raw red potato and a raw yellow potato.",0 of 17,0.0,False,
4,I should examine the cookbook on the counter to learn the exact recipe steps and required methods.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
carrot
  purple potato
  banana
  red hot pepper
  yellow bell pepper

Directions:
slice the carrot
  grill the carrot
  dice the purple potato
  fry the purple potato
  dice the banana
  roast the banana
  slice the red hot pepper
  fry the red hot pepper
  slice the yellow bell pepper
  fry the yellow bell pepper
  prepare meal",Kitchen,"You've entered a kitchen.

You see a closed fridge nearby. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a banana, a red apple, a red onion, a cookbook and a knife. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw pork chop, a raw red potato and a raw yellow potato.",0 of 17,0.0,False,
5,I’ll start by taking the knife from the counter since it’s needed for slicing and dicing.,take knife from counter,,You take the knife from the counter.,Kitchen,"You've entered a kitchen.

You see a closed fridge nearby. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a banana, a red apple, a red onion and a cookbook. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.","You are carrying: a knife, a raw pork chop, a raw red potato and a raw yellow potato.",0 of 17,0.0,False,
6,"The recipe needs a banana, so I should take the banana from the counter.",take banana from counter,,"You take the banana from the counter.



Your score has just gone up by one point.",Kitchen,"You've entered a kitchen.

You see a closed fridge nearby. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a red apple, a red onion and a cookbook. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.","You are carrying: a banana, a knife, a raw pork chop, a raw red potato and a raw yellow potato.",1 of 17,0.058823529411764705,False,
7,"I need to locate the remaining required ingredients (carrot, purple potato, red hot pepper, yellow bell pepper), so I should check the fridge first.",open fridge,,"You open the fridge, revealing a yellow bell pepper, a white onion and a block of cheese.",Kitchen,"You've entered a kitchen.

You see an opened fridge nearby. The fridge contains a yellow bell pepper, a white onion and a block of cheese. There's something strange about this being here, but you can't put your finger on it. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a red apple, a red onion and a cookbook. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.","You are carrying: a banana, a knife, a raw pork chop, a raw red potato and a raw yellow potato.",1 of 17,0.058823529411764705,False,
8,I should take the yellow bell pepper from the fridge since it’s a required recipe ingredient.,take yellow bell pepper from fridge,,You're carrying too many things already.,Kitchen,"You've entered a kitchen.

You see an opened fridge nearby. The fridge contains a yellow bell pepper, a white onion and a block of cheese. There's something strange about this being here, but you can't put your finger on it. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a red apple, a red onion and a cookbook. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.","You are carrying: a banana, a knife, a raw pork chop, a raw red potato and a raw yellow potato.",1 of 17,0.058823529411764705,False,
9,"I’m at the carry limit, so I should drop non-recipe items (raw pork chop, raw red potato, raw yellow potato) to free space.",drop raw pork chop,,You drop the pork chop on the ground.,Kitchen,"You've entered a kitchen.

You see an opened fridge nearby. The fridge contains a yellow bell pepper, a white onion and a block of cheese. There's something strange about this being here, but you can't put your finger on it. You bend down to tie your shoe. When you stand up, you notice an oven. You see a table. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a counter. On the counter you can make out a red apple, a red onion and a cookbook. If you haven't noticed it already, there seems to be something there by the wall, it's a stove. However, the stove, like an empty stove, has nothing on it.

There is an open plain door leading east. There is a closed screen door leading north. There is an exit to the west. Don't worry, there is no door.

There is a raw pork chop on the floor.","You are carrying: a banana, a knife, a raw red potato and a raw yellow potato.",1 of 17,0.058823529411764705,False,
