step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Bathroom,"You arrive in a bathroom. An usual one.

You see a gleam over in a corner, where you can see a toilet. The toilet is white. But the thing is empty, unfortunately. You make a mental note to not get your hopes up the next time you see a toilet in a room.

You need an exit without a door? You should try going north.","You are carrying: a raw red potato, a block of cheese, a red onion and a raw purple potato.",0 of 17,0.0,False,
1,,I need to get to the kitchen to check the cookbook for the recipe. I will go north to exit the bathroom.,go north,,"-= Corridor =-
You are in a corridor. A standard one. You begin to take stock of what's here.



You don't like doors? Why not try going east, that entranceway is not blocked by one. There is an exit to the north. You don't like doors? Why not try going south, that entranceway is not blocked by one.",Corridor,"You are in a corridor. A standard one. You begin to take stock of what's here.



You don't like doors? Why not try going east, that entranceway is not blocked by one. There is an exit to the north. You don't like doors? Why not try going south, that entranceway is not blocked by one.","You are carrying: a raw red potato, a block of cheese, a red onion and a raw purple potato.",0 of 17,0.0,False,
2,,"I should go east where there is an entranceway without a door, likely leading to the kitchen.",go east,,"-= Kitchen =-
You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a red hot pepper, a raw yellow potato, a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.",Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a red hot pepper, a raw yellow potato, a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.","You are carrying: a raw red potato, a block of cheese, a red onion and a raw purple potato.",0 of 17,0.0,False,
3,,I should examine the cookbook on the counter to find the recipe for a delicious meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
pork chop
  red hot pepper
  carrot
  yellow potato
  yellow bell pepper

Directions:
chop the pork chop
  fry the pork chop
  chop the red hot pepper
  fry the red hot pepper
  chop the carrot
  fry the carrot
  slice the yellow potato
  fry the yellow potato
  chop the yellow bell pepper
  fry the yellow bell pepper
  prepare meal",Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a red hot pepper, a raw yellow potato, a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.","You are carrying: a raw red potato, a block of cheese, a red onion and a raw purple potato.",0 of 17,0.0,False,
4,,"I need to gather the ingredients listed in the recipe. I will take the red hot pepper, carrot, yellow potato, and yellow bell pepper from the counter.",take red hot pepper from counter,,"You take the red hot pepper from the counter.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a raw yellow potato, a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.","You are carrying: a red hot pepper, a raw red potato, a block of cheese, a red onion and a raw purple potato.",1 of 17,0.058823529411764705,False,
5,,I should take the carrot from the counter next.,take carrot from counter,,You can't see any such thing.,Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a raw yellow potato, a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.","You are carrying: a red hot pepper, a raw red potato, a block of cheese, a red onion and a raw purple potato.",1 of 17,0.058823529411764705,False,
6,,"There is no carrot on the counter, so I will take the raw yellow potato instead.",take raw yellow potato from counter,,You're carrying too many things already.,Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a raw yellow potato, a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.","You are carrying: a red hot pepper, a raw red potato, a block of cheese, a red onion and a raw purple potato.",1 of 17,0.058823529411764705,False,
7,,"I am carrying too many items, so I will drop the block of cheese to free up space.",drop block of cheese,,You drop the block of cheese on the ground.,Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a raw yellow potato, a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.

There is a block of cheese on the floor.","You are carrying: a red hot pepper, a raw red potato, a red onion and a raw purple potato.",1 of 17,0.058823529411764705,False,
8,,"Now that I have space, I will take the raw yellow potato from the counter.",take raw yellow potato from counter,,"You take the yellow potato from the counter.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.

There is a block of cheese on the floor.","You are carrying: a raw yellow potato, a red hot pepper, a raw red potato, a red onion and a raw purple potato.",2 of 17,0.11764705882352941,False,
9,,I need to take the orange bell pepper from the counter next.,take orange bell pepper from counter,,You're carrying too many things already.,Kitchen,"You are in a kitchen. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You can make out a closed oven. You can see a table. The table is massive. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it? Look over there! a counter. The counter is vast. On the counter you can make out a red apple, an orange bell pepper, a banana, a cookbook and a knife. There's something strange about this thing being here, but you don't have time to worry about that now. You scan the room for a stove, and you find a stove. The stove is conventional. Unfortunately, there isn't a thing on it. What's the point of an empty stove?

There is a closed plain door leading east. There is an exit to the south. You don't like doors? Why not try going west, that entranceway is not blocked by one.

There is a block of cheese on the floor.","You are carrying: a raw yellow potato, a red hot pepper, a raw red potato, a red onion and a raw purple potato.",2 of 17,0.11764705882352941,False,
